,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
339,CHEMBL133576,Cc1cc(C)c(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1.[Na+],inactive,458.471,0.62116,2,7,4.668167956
340,CHEMBL1464107,Cc1nn(-c2cccc(Cl)c2)c2nc(-c3ccco3)cc(C(=O)O)c12,inactive,353.765,4.34052,1,5,4
341,CHEMBL1363719,COc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c([N+](=O)[O-])cc1OC,inactive,397.343,2.2784,1,7,4.761953897
342,CHEMBL1453327,Cc1sc(NC(=O)C2CCCCC2C(=O)O)c(C(N)=O)c1-c1ccc(C(C)(C)C)cc1,inactive,442.581,4.94942,3,4,4.221270076
343,CHEMBL1345808,Cc1ccc(N2C(=O)C(Cl)=C(N3CCN(C)CC3)C2=O)c(C)c1,inactive,333.819,1.87444,0,4,4.393081474
344,CHEMBL1716493,Oc1cc(CNCc2ccccc2)c(O)cc1CNCc1ccccc1,inactive,348.446,3.6774,4,4,4.427244535
345,CHEMBL1415513,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(F)cc2)o1)c1c(C)n[nH]c1O,inactive,368.368,3.74014,4,5,4.235898624
346,CHEMBL1473975,O=C1ON=C(c2ccc([N+](=O)[O-])cc2)/C1=C/c1ccccc1O,inactive,310.265,2.6449,1,6,4.489857301
347,CHEMBL1374665,Cc1cccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c1,inactive,306.749,1.65082,0,4,4.462684727
348,CHEMBL1381243,CCCCn1c(NC(=O)c2ccc(Br)o2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,inactive,553.438,5.8252,1,7,4.122801485
349,CHEMBL1385654,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(Cl)c(C(=O)O)c2)cc1,inactive,406.869,5.4025,1,4,4.39870069
350,CHEMBL1736648,O=C(O)c1cc(N2C(=O)C=CC2=O)cc(N2C(=O)C=CC2=O)c1,inactive,312.237,0.2436,1,5,4.707965564
351,CHEMBL1516335,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(F)cc2)SC1=S,inactive,403.456,3.6905,1,5,4.364516253
352,CHEMBL1408395,Cc1ccc2c(c1)c(=O)c1c3n2CCN(C(=O)CCl)C3CC1,inactive,316.788,2.37822,0,3,4
353,CHEMBL1486827,O=C(Cc1cnn(-c2ccccc2)c1)c1ccc(O)c(O)c1O,inactive,310.309,2.4145,3,6,4.120961495
354,CHEMBL1589514,COc1ccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)cc1,inactive,328.349,2.1195,1,5,4
355,CHEMBL1598843,CCOc1cc(/C=C2/C(=O)ON=C2C)ccc1OCc1ccccc1F,inactive,355.365,4.1195,0,5,4.382370702
356,CHEMBL1492654,CCOC(=O)C1Nc2ccc(C(=O)O)cc2C2C=CCC12,inactive,287.315,2.4017,2,4,4.347270304
358,CHEMBL1490987,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,inactive,451.961,3.46862,1,8,4
359,CHEMBL515505,Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2nc[nH]c2n1,inactive,330.289,1.5307,2,10,4.795066478
360,CHEMBL1464233,C#CCOc1c(Br)cc(/C=C2/C(=O)ON=C2C)cc1OC,inactive,350.168,2.7858,0,5,4
361,CHEMBL1736502,CCCCCCCCSC1=CC(=O)C(OC)=C(OC)C1=O,inactive,312.431,3.6202,0,5,4.903437562
362,CHEMBL1489368,Cc1cccc2c1c1ccc3c(c1n2C)C(=O)C=CC3=O,inactive,275.307,3.57512,0,3,4.475474063
363,CHEMBL3197153,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc2c(c1)Nc1ccccc1S2,inactive,375.453,5.4291,3,5,4
364,CHEMBL1503793,CC(C(=O)Nc1ccc(C(=O)O)c(O)c1)N1C(=O)/C(=C\c2ccco2)SC1=S,inactive,418.452,2.9118,3,7,4.100015437
366,CHEMBL1363865,O=C1ON=C(c2ccccc2)/C1=C/c1ccc(OS(=O)(=O)c2ccccc2)cc1,inactive,405.431,3.7988,0,6,4.491066474
367,CHEMBL1425314,Cc1ccc(F)c(NC(=O)/C(C#N)=C(\O)c2ccc(C(C)(C)C)cc2)c1,inactive,352.409,4.863,2,3,4.487182241
368,CHEMBL1414222,CC(C)C1Nc2ccc(C(=O)O)cc2C2C=CCC21,inactive,257.333,3.4946,2,2,4.412289035
369,CHEMBL1369048,C=CCc1cc(C=C2C(=O)NC(=O)NC2=O)cc(OC)c1OCc1ccc(C(=O)O)cc1,inactive,436.42,2.4503,3,6,4.535808629
370,CHEMBL1442758,O=C(O)c1[nH]c2ccccc2c1C(c1cccc(O)c1)c1c(C(=O)O)[nH]c2ccccc12,inactive,426.428,4.9314,5,3,4.635261445
371,CHEMBL1550841,O=S(=O)(Nc1nc2ccccc2nc1NCc1ccco1)c1ccc(Cl)cc1,inactive,414.874,4.2891,2,6,4.036589984
372,CHEMBL1443706,Cl.O=C(NCC(c1cccs1)N1CCOCC1)c1ccccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,inactive,587.507,4.3356,2,8,4
373,CHEMBL1598985,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,inactive,423.907,2.7701,1,8,4
374,CHEMBL1363782,Cc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)s1,inactive,388.529,4.28892,0,5,4.333294864
375,CHEMBL1345999,O=C1NC(=O)C(=Cc2cc(Cl)ccc2OCc2ccc(C(=O)O)cc2)C(=O)N1,inactive,400.774,2.3666,3,5,4.684029655
376,CHEMBL3199187,COC(=O)c1ccc(COc2ccccc2/C=N/Nc2cccc(C(=O)O)c2)cc1,inactive,404.422,4.1964,2,6,4.117817112
377,CHEMBL1717449,Nc1c(Br)cc(Br)c2c1C(=O)c1c(cccc1S(=O)(=O)O)C2=O,inactive,461.087,2.8159,2,5,4.017231423
378,CHEMBL3183391,CCc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,inactive,480.567,3.4857,1,5,4.639785387
379,CHEMBL3182716,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,inactive,508.621,4.2208,1,5,4.593971055
380,CHEMBL1336283,Cc1ccc(NC(S)=NNc2ccc([N+](=O)[O-])cc2S(=O)(=O)Nc2ccccc2C(=O)O)cc1C,inactive,515.573,4.43544,5,7,4
381,CHEMBL2007419,C/C(CC(c1ccccc1)c1c(O)oc2ccccc2c1=O)=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],inactive,488.456,5.325,2,9,4.024936004
382,CHEMBL1555532,N#Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1S(=O)(=O)Cc1ccccc1,inactive,347.308,2.34858,0,7,4
383,CHEMBL1521297,Cc1ccc(C(=O)c2coc3c2C(=O)C(=O)c2ccccc2-3)cc1,inactive,316.312,3.86502,0,4,4.259637311
385,CHEMBL1572216,Cc1n[nH]c(O)c1C(c1ccc(-c2cccc(Cl)c2)o1)c1c(C)n[nH]c1O,inactive,384.823,4.25444,4,5,4.247874693
386,CHEMBL1594182,CCCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3o2)c(Cl)c1=O,inactive,373.756,3.01158,0,8,4.459045191
387,CHEMBL1318778,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(OCC(=O)O)c(Cl)c1,inactive,406.829,3.81198,2,6,4.445147566
388,CHEMBL1542987,O=S(=O)([O-])CCC[n+]1c(SCCCS(=O)(=O)O)sc2ccc(Cl)cc21,inactive,445.993,2.1475,1,7,4
389,CHEMBL551842,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,inactive,456.491,5.5295,2,7,4.492279023
390,CHEMBL1408705,O=C1NC(=S)N(c2ccccc2F)C(=O)/C1=C\c1cccs1,inactive,332.381,2.7185,1,4,4.152859383
391,CHEMBL1581683,O=C(O)CCC(=O)NCCc1c(/C=C2/C(=O)NC(=S)N(Cc3ccc(F)cc3)C2=O)[nH]c2ccccc12,inactive,522.558,2.6574,4,5,4
392,CHEMBL3190629,Oc1ccc2ccccc2c1/C=N\C12CN3CCN(CN(C3)C1)C2,inactive,322.412,1.5649,1,5,4.268330668
393,CHEMBL1503852,O=C(CN1C(=O)/C(=C/c2ccco2)SC1=S)Nc1ccc(O)c(C(=O)O)c1,inactive,404.425,2.5233,3,7,4
395,CHEMBL1374603,COc1ccc(NS(=O)(=O)c2ccc3c(c2)[C@H]2C=CC[C@H]2[C@@H](c2ccc(C(=O)O)cc2)N3)cc1,inactive,476.554,5.0207,3,5,4.353400248
396,CHEMBL1598944,COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(C)c(C)c3)C2=O)cc1CN1C(=O)c2ccccc2C1=O,inactive,509.518,3.77464,1,6,4.002133274
397,CHEMBL1503985,CCc1ccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,inactive,454.573,4.5673,2,5,4.51215488
398,CHEMBL1318817,COc1cc(N=c2ssnc2Cl)c(OC)cc1Cl,inactive,323.226,3.761,0,6,4
399,CHEMBL1318818,COc1cc(CNc2ccc(N3CCCC3)cc2)ccc1OCc1ccccc1F,inactive,406.501,5.6256,1,4,4.265760396
400,CHEMBL1437954,CCOc1ccc2nc(N3CCCN(C(=O)Nc4ccccc4C)CC3)c(C#N)cc2c1,inactive,429.524,4.5578,1,5,4.411840384
401,CHEMBL1886015,Nc1nc(O)cc(N=Nc2ccc(O)cc2)n1,inactive,231.215,1.8854,3,7,4.573651426
402,CHEMBL1599120,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(Br)s2)C(=O)C1,inactive,453.398,5.3698,1,5,4.667965723
403,CHEMBL3192031,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,inactive,422.806,2.9044,2,8,4.458046526
404,CHEMBL1599047,CC(C)c1ccc(Nc2ccc(C(=O)O)cc2[N+](=O)[O-])cc1,inactive,300.314,4.16,2,4,4.150519163
405,CHEMBL1497208,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccccc1,inactive,292.722,1.3424,0,4,4.729088361
406,CHEMBL1594191,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(Cl)cc1,inactive,393.848,4.13292,2,5,4.366733589
407,CHEMBL1565810,Cc1ccc(S(=O)(=O)NN2C(=O)/C(=C/c3cccs3)SC2=S)cc1,inactive,396.54,3.15122,1,6,4.452717692
408,CHEMBL1717890,O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1,inactive,277.279,2.3795,1,3,4.733768303
409,CHEMBL1477046,Cc1ccc(S(=O)(=O)Nc2nc(-c3ccc(F)cc3)cs2)cc1,inactive,348.424,4.05842,1,4,4.151441428
410,CHEMBL1533464,O=C(O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccoc2CC3)cc1,inactive,348.28,3.9479,1,4,4.050414849
411,CHEMBL1966224,Oc1ccc(/C=N/N=C(c2ccccc2)c2ccccc2)c(O)c1O,inactive,332.359,3.6749,3,5,4.631341288
412,CHEMBL1494242,COc1cc(/C=C2/C(=N)N3C(c4ccccc4)=CSC3=NC2=O)ccc1OCC(=O)O,inactive,435.461,3.46287,2,6,4
413,CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,inactive,294.35,4.24792,0,3,4
415,CHEMBL1376342,O=C(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,inactive,289.334,4.8546,1,2,4.219754716
416,CHEMBL1533621,O=C1C=C(Nc2cccc3cccnc23)c2ccccc2C1=O,inactive,300.317,3.4532,1,4,4.297914279
418,CHEMBL1497243,CCOC(=O)c1cc(-c2ccc(/C=C3/C(=O)N(c4ccc(C(=O)O)cc4)N=C3C)o2)ccc1Cl,inactive,478.888,5.281,1,6,4.67325462
419,CHEMBL1408935,COc1cc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc(OC)c1OC,inactive,466.562,2.8071,1,8,4.187287133
420,CHEMBL1521427,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccccc1)C(C#N)C#N,inactive,342.402,3.46806,0,4,4.256803919
421,CHEMBL1418928,CCOC(=O)c1c(-c2cccc(C)c2)csc1NC(=O)C1CC=CCC1C(=O)O,inactive,413.495,4.50572,2,5,4.214385475
422,CHEMBL1411089,Cc1cc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1C,inactive,345.376,2.52836,0,5,4.117760152
423,CHEMBL1536196,CNCc1ccccc1Sc1ccc(O)c(O)c1.O=C(O)/C=C\C(=O)O,inactive,377.418,2.6802,5,6,4.674074044
424,CHEMBL1434750,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2)SC1=S,inactive,498.807,4.9673,1,5,4.605548319
425,CHEMBL1395453,CCOC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2ccc([N+](=O)[O-])cc2)nc1C,inactive,483.458,3.91232,1,10,4.419075024
426,CHEMBL1698646,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Cl)c(Cl)c3)C(C(=O)O)=C[C@H]2CC2CCCC2)cc1,inactive,494.44,6.00732,1,3,4.362210171
427,CHEMBL1464715,CSC1=C(C#N)C(=O)NC(c2ccccc2O)S1,inactive,278.358,2.35198,2,5,4.345246067
428,CHEMBL1454835,Cc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(C)n(-c4ccc(C(=O)O)cc4)c3C)C2=O)cc1,inactive,443.459,3.76716,2,5,4
429,CHEMBL1967862,O=C1/C(=N\S(=O)(=O)c2ccc([N+](=O)[O-])cc2)C(Cl)=C(O)c2ccccc21,inactive,392.776,3.0864,1,6,4.114017189
430,CHEMBL3196320,O=C1CCC/C(=N/Nc2ccc(Cl)cc2)C1,inactive,236.702,3.251,1,3,4.030258023
431,CHEMBL1376311,N#Cc1c(O)nc(SCC(=O)N2c3ccccc3Sc3ccccc32)nc1-c1ccccc1,inactive,468.563,5.64248,1,7,4.409492538
432,CHEMBL1425600,CCCOc1cccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2cc(C)on2)c1,inactive,458.47,5.30092,1,7,4.48691564
433,CHEMBL1581845,CC1(C)CC(=O)C=C(NC2=CC3OC(c4ccccc4)OCC3OC2=O)C1,inactive,369.417,2.7725,1,6,4
434,CHEMBL1346365,Cc1ccc(/C=C2\SC(NS(=O)(=O)c3cccs3)=NC2=O)cc1,inactive,364.473,3.00532,1,5,4.145390362
435,CHEMBL1543152,O=C1NC(=O)C(=Cc2ccccc2Oc2ccc(F)cc2)C(=O)N1,inactive,326.283,2.3674,2,4,4.425505732
436,CHEMBL1464721,O=C(O)c1cccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)c1,inactive,327.723,3.3263,2,4,4.807711387
437,CHEMBL3145167,COc1ccc(-c2cc(C(F)(F)F)c3c(=O)n(-c4ccccc4)[nH]c3n2)cc1,inactive,385.345,4.4082,1,4,4.354970935
438,CHEMBL1386235,CCCSc1nc(O)c(C(c2ccc(OC)c(O)c2)c2c(O)nc(SCCC)n(C)c2=O)c(=O)n1C,inactive,534.66,3.1838,3,12,4.375821074
439,CHEMBL1324181,COc1cc(/C=C2\SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,inactive,449.466,2.5608,1,8,4.362710452
440,CHEMBL1369592,COC(=O)CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OC)cc1,inactive,350.374,3.0445,0,5,4.477686205
441,CHEMBL1698859,O=C1C(O)=CC(=C(c2ccccc2)c2ccccc2)c2ccccc21,inactive,324.379,5.2839,1,2,4
442,CHEMBL1359070,CN(C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],inactive,320.33,0.5751,2,6,4.892111975
443,CHEMBL1581916,COc1cc2c3c(c1)-c1c(sn(-c4cc(OC)ccc4OC)c1=S)C(C)(C)N3C(=O)C2=O,inactive,468.556,4.73909,0,8,4.207958689
444,CHEMBL1536548,O=C1/C(=C/c2cccs2)SC(=S)N1NS(=O)(=O)c1ccccc1,inactive,382.513,2.8428,1,6,4.241088108
445,CHEMBL1560629,Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1,inactive,491.431,3.29604,3,6,4.196611175
446,CHEMBL1359054,O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2cccc(C(=O)O)c2)o1,inactive,374.352,3.1062,2,4,4.51413667
447,CHEMBL1398748,O=C(O)c1cccc2c1C(=O)c1ccc(-c3ccc(F)cc3OCc3ccccc3)cc1S2(=O)=O,inactive,488.492,5.1471,1,5,4.296966695
448,CHEMBL1364221,O=C(O)c1ccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])cc1,inactive,334.675,3.2262,2,7,4.92190585
449,CHEMBL1604527,Cc1ccc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c1,inactive,331.349,2.21994,0,5,4
450,CHEMBL1324111,Cc1c(Br)c(O)c(Br)c2sc(=O)oc12,inactive,339.992,3.39352,1,4,4.205651396
451,CHEMBL1718737,Cn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,inactive,261.28,3.2667,0,3,4.801893001
452,CHEMBL1575481,COc1ccc(/C=C2/SC(=S)N(CC(=O)O)C2=O)cc1OCc1ccc(Cl)cc1,inactive,449.937,4.2134,1,6,4
453,CHEMBL1599312,NS(=O)(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=O)NC3=O)o2)cc1,inactive,361.335,0.3434,3,6,4
454,CHEMBL3392033,N#Cc1c(N)sc(=S)c2c1CCCCC2,inactive,236.365,3.20037,1,4,4
456,CHEMBL1611182,O=[N+]([O-])c1c(Nc2cccc(O)c2)cc(Cl)c2nonc12,inactive,306.665,3.2336,2,7,4.581036169
457,CHEMBL1386409,C=CCN1C(=O)/C(=C/c2cccs2)C(=O)NC1=S,inactive,278.358,1.5608,1,4,4.358922687
458,CHEMBL1299634,CC(/C=C1\SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)=C\c1ccccc1,inactive,381.478,4.7369,1,4,4.471854922
459,CHEMBL3189707,CCOc1cc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)ccc1OCc1ccccc1Cl,inactive,461.927,3.7139,2,7,4.286425462
460,CHEMBL1555752,CCN(CC)C(=O)c1ccc2c(c1)C1C(Cl)C(Sc3ccccc3[N+](=O)[O-])CC1C(C(=O)O)N2,inactive,504.008,4.8273,2,6,4.228780098
461,CHEMBL3189815,COc1ccccc1NS(=O)(=O)c1ccc(N/N=C/c2ccccc2OCC(=O)O)c([N+](=O)[O-])c1,inactive,500.489,3.3136,3,9,4.248336054
462,CHEMBL1699206,O=C(N/N=C/c1ccc(-c2ccc(S(=O)(=O)Nc3ncccn3)cc2)o1)c1cc2ccccc2cc1O,inactive,513.535,4.1601,3,8,4.11662251
463,CHEMBL1970118,O=C(O)c1ccc(N=N/C(=N\Nc2ccc(C(=O)O)cc2)c2ccccc2)cc1,inactive,388.383,4.6406,3,5,4.5172693
464,CHEMBL1438182,O=C(O)CCCNC(=O)/C=C/c1ccco1,inactive,223.228,1.2738,2,3,4
465,CHEMBL1398964,O=C(O)c1cc(N2N=C(C(F)(F)F)/C(=C/C=C/c3ccco3)C2=O)ccc1Cl,inactive,410.735,4.5359,1,4,4.615646586
466,CHEMBL1425797,CCCCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2cc(C)on2)cc1,inactive,450.491,5.23634,1,7,4.500863005
467,CHEMBL1865058,CCCCCCCC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=O,inactive,367.427,3.1314,1,6,4.562249437
468,CHEMBL3190381,O=C1Nn2c(nc3c(c2=O)CCCC3)/C1=N/Nc1cccc(C(F)(F)F)c1,inactive,377.326,2.0408,2,6,4.542420853
469,CHEMBL1718480,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(C)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,inactive,475.61,5.75384,1,3,4.385313658
470,CHEMBL1458114,O=C1/C(=C/c2cccc(F)c2)SC(=S)N1NS(=O)(=O)c1ccccc1,inactive,394.474,2.9204,1,5,4.51484665
471,CHEMBL1560577,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2Cl)SC1=S,inactive,533.252,5.6207,1,5,4.540306024
472,CHEMBL1438240,CCOc1c(Cl)cc(CNc2ccc(N3CCCC3)cc2)cc1OC,inactive,360.885,4.9596,1,4,4.03077052
473,CHEMBL1566197,Cc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c(C)c1,inactive,331.349,2.21994,0,5,4.016599262
474,CHEMBL1543544,O=C1NC(=O)N(c2ccc(F)cc2)C(=O)/C1=C/c1ccc(N2CCOCC2)cc1,inactive,395.39,2.3287,1,5,4
475,CHEMBL1566216,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(Cl)cc2)SC1=S,inactive,419.911,4.2048,1,5,4.363813105
476,CHEMBL1494499,CC(C)c1ccc(S(=O)(=O)c2nnn3c2nc(O)c2ccccc23)cc1,inactive,368.418,2.9393,1,7,4.288192771
477,CHEMBL1487959,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(Cl)cc2Cl)SC1=S,inactive,454.356,4.8582,1,5,4.05744632
479,CHEMBL1379740,COc1cccc2nc3cc(C)c(C)cc3nc12,inactive,238.29,3.40844,0,3,4.206349282
480,CHEMBL1416184,O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12,inactive,389.418,3.2961,2,10,4.120044415
481,CHEMBL3194086,O=C1C=C(Nc2ccccc2C(=O)O)c2ccccc2C1=O,inactive,293.278,2.6032,2,4,4
482,CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,296.366,3.4433,0,3,4.045468057
483,CHEMBL1504429,CC(=O)OCCCNc1cc(Sc2nc3ccccc3s2)c2nonc2c1[N+](=O)[O-],inactive,445.482,4.257,1,11,4
484,CHEMBL1448367,CCCOC(=O)c1c(-c2ccc(C)cc2C)csc1NC(=O)C1C2CCC(O2)C1C(=O)O,inactive,457.548,4.41544,2,6,4.259479414
485,CHEMBL1409585,O=C1/C(=C/c2ccc(C(=O)O)cc2)CCC/C1=C\c1ccc(C(=O)O)cc1,inactive,362.381,4.303,2,3,4
486,CHEMBL1447211,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2ccccc2C(=O)O)o1,inactive,408.417,4.65338,2,6,4.565750548
487,CHEMBL1972915,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-],inactive,554.972,4.68732,3,9,4.479778564
488,CHEMBL1594698,COC(=O)COc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1,inactive,456.535,3.4708,0,7,4.318397001
490,CHEMBL1359270,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(Cl)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,inactive,496.028,6.09882,1,3,4.394156461
491,CHEMBL1287980,CN(C)c1ccc(/C=c2\c3cc([N+](=O)[O-])ccc3n3c2cc(-c2ccccc2)[n+]3C)cc1.O=S(=O)([O-])C(F)(F)F,inactive,572.565,4.1573,0,7,4.927382523
492,CHEMBL1369802,CC1=NOC(=O)/C1=C/c1ccc2c(c1)OCO2,inactive,231.207,1.7314,0,5,4.937042166
493,CHEMBL3196672,NC(=O)/C(=N\OC(=O)c1ccco1)c1nc(-c2ccc(Br)cc2)cs1,inactive,420.244,3.212,1,7,4.389339837
494,CHEMBL3197091,Cc1cc(C)c(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)c(C)c1,inactive,474.538,4.68036,2,5,4.674484337
495,CHEMBL1379894,CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)NC2c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,inactive,459.458,5.6713,2,7,4.59636481
496,CHEMBL1604719,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(F)cc2)SC1=S,inactive,482.352,4.453,1,5,4.502655619
497,CHEMBL3197651,Cc1cccc(N/N=C/c2ccc(O)c(O)c2O)c1,inactive,258.277,2.55782,4,5,4.48624985
498,CHEMBL1336916,COc1ccccc1-c1cc(C(=O)Nc2sc3c(c2C#N)CCC(C)C3)c2ccccc2n1,inactive,453.567,6.22068,1,5,4.009616741
499,CHEMBL1379924,CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)[O-])cc2)c2ccccc12.[Na+],inactive,377.401,1.2293,0,6,4.335358024
500,CHEMBL1364384,COc1ccc(OC)c(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c1,inactive,352.774,1.3596,0,6,4.743282254
501,CHEMBL1575788,C#CCOc1c(/C=C\c2nc(O)c([N+](=O)[O-])c(O)n2)cc(Br)cc1OC,inactive,422.191,2.7495,2,8,4.128135298
502,CHEMBL381033,CC(/C=C1\SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)=C\c1ccccc1,inactive,416.549,3.7276,1,5,4.53313238
503,CHEMBL1324406,COc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(OC)c1OC,inactive,458.551,3.9448,0,7,4.057148993
504,CHEMBL1482595,O=C(O)c1cc([N+](=O)[O-])c(NCCC2=CCCCC2)c([N+](=O)[O-])c1,inactive,335.316,3.5036,2,6,4.137749325
505,CHEMBL1354710,Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(C(C)C)cc3)CC=C(C(=O)O)[C@@H]2c2cccc(Cl)c2)cc1,inactive,510.055,6.65982,1,3,4.4405722
506,CHEMBL1346887,O=C(NC(=S)Nc1ccccc1C(=O)O)c1ccc(-c2ccc(Br)cc2)o1,inactive,445.294,4.5341,3,4,4.374481771
507,CHEMBL1700257,Cc1ccccc1S(=O)(=O)N1[C@H](c2ccc(Cl)cc2)CC=C(C(=O)O)[C@@H]1c1ccc(Br)cc1,inactive,546.87,6.29892,1,3,4.382999659
508,CHEMBL44664,Cc1ccc(C(=O)/C=C/C(=O)O)cc1,inactive,190.198,1.81852,1,2,4
509,CHEMBL1521945,Cc1ccc2c(c1)C(=O)C(=O)N2CCCOc1ccccc1C,inactive,309.365,3.30184,0,3,4
510,CHEMBL1543611,c1coc(-c2nc3nc4ccccc4n3nc2-c2ccco2)c1,inactive,302.293,3.7975,0,6,4.003050752
511,CHEMBL1497878,Cc1nc2nc(-c3cccs3)cn2nc1C,inactive,230.296,2.46964,0,5,4.755475488
512,CHEMBL1700270,O=S(=O)(O)c1cc(Cl)cc(N=Nc2ccc(O)cc2O)c1O,inactive,344.732,3.1189,4,7,4.234331445
